Symbol,Name,Sector,Market Cap
SBSI,Southside Bancshares Inc.,Financials,Small Cap
SWN,Southwestern Energy Co.,Energy,Small Cap
SPTN,SpartanNash Company,Consumer Staples,Small Cap
SPPI,Spectrum Pharmaceuticals Inc.,Health Care,Small Cap
SPOK,Spok Holdings Inc.,Communication Services,Small Cap
SPSC,SPS Commerce Inc.,Information Technology,Small Cap
SPXC,SPX Corporation,Industrials,Small Cap
FLOW,SPX FLOW Inc.,Industrials,Small Cap
JOE,St. Joe Company,Real Estate,Small Cap
STMP,Stamps.com Inc.,Consumer Discretionary,Small Cap
SMP,Standard Motor Products Inc.,Consumer Discretionary,Small Cap
SXI,Standex International Corporation,Industrials,Small Cap
SCL,Stepan Company,Materials,Small Cap
SHOO,Steven Madden Ltd.,Consumer Discretionary,Small Cap
STC,Stewart Information Services Corporation,Financials,Small Cap
SNEX,StoneX Group Inc.,Financials,Small Cap
RGR,Sturm Ruger & Company Inc.,Consumer Discretionary,Small Cap
INN,Summit Hotel Properties Inc.,Real Estate,Small Cap
SXC,SunCoke Energy Inc.,Materials,Small Cap
SUPN,Supernus Pharmaceuticals Inc.,Health Care,Small Cap
SRDX,Surmodics Inc.,Health Care,Small Cap
SYKE,Sykes Enterprises Inc.,Information Technology,Small Cap
TRHC,Tabula Rasa HealthCare Inc.,Health Care,Small Cap
TCMD,Tactile Systems Technology Inc.,Health Care,Small Cap
TALO,Talos Energy Inc.,Energy,Small Cap
SKT,Tanger Factory Outlet Centers Inc.,Real Estate,Small Cap
TISI,Team Inc.,Industrials,Small Cap
TTGT,TechTarget,Communication Services,Small Cap
TNC,Tennant Company,Industrials,Small Cap
AAN,The Aaron's Company,Consumer Discretionary,Small Cap
ANDE,The Andersons Inc.,Consumer Staples,Small Cap
BKE,The Buckle Inc.,Consumer Discretionary,Small Cap
CATO,The Cato Corporation,Consumer Discretionary,Small Cap
CAKE,The Cheesecake Factory Inc.,Consumer Discretionary,Small Cap
PLCE,The Children's Place Inc.,Consumer Discretionary,Small Cap
SSP,The E.W. Scripps Company,Consumer Discretionary,Small Cap
GBX,The Greenbrier Companies Inc.,Industrials,Small Cap
MCS,The Marcus Corporation,Consumer Discretionary,Small Cap
ODP,The ODP Corporation,Consumer Discretionary,Small Cap
TPRE,Third Point Reinsurance Ltd.,Financials,Small Cap
TMST,TimkenSteel Corporation,Materials,Small Cap
TWI,Titan International Inc.,Materials,Small Cap
TVTY,Tivity Health,Health Care,Small Cap
TMP,Tompkins Financial Corporation,Financials,Small Cap
TG,Tredegar Corporation,Materials,Small Cap
TSE,Trinseo,Materials,Small Cap
TBK,Triumph Bancorp Inc.,Financials,Small Cap
TGI,Triumph Group Inc.,Industrials,Small Cap
TBI,TrueBlue Inc.,Industrials,Small Cap
TRUP,Trupanion,Financials,Small Cap
TRST,TrustCo Bank Corp NY,Financials,Small Cap
TTEC,TTEC Holdings Inc.,Information Technology,Small Cap
TTMI,TTM Technologies Inc.,Information Technology,Small Cap
TUP,Tupperware Brands Corp.,Consumer Discretionary,Small Cap
USCR,U.S. Concrete Inc.,Materials,Small Cap
USPH,U.S. Physical Therapy Inc.,Health Care,Small Cap
SLCA,U.S. Silica Holdings Inc.,Energy,Small Cap
UCTT,Ultra Clean Holdings Inc.,Information Technology,Small Cap
UFI,Unifi Inc.,Consumer Discretionary,Small Cap
UNF,UniFirst Corporation,Industrials,Small Cap
UIS,Unisys Corp.,Information Technology,Small Cap
UCBI,United Community Banks Inc.,Financials,Small Cap
UFCS,United Fire Group Inc.,Financials,Small Cap
UIHC,United Insurance Holdings Corp.,Financials,Small Cap
UNFI,United Natural Foods Inc,Consumer Staples,Small Cap
UNIT,Uniti Group,Real Estate,Small Cap
UVV,Universal Corporation,Consumer Staples,Small Cap
UEIC,Universal Electronics Inc.,Consumer Discretionary,Small Cap
UFPI,Universal Forest Products Inc.,Industrials,Small Cap
UHT,Universal Health Realty Income Trust,Real Estate,Small Cap
UVE,Universal Insurance Holdings Inc.,Financials,Small Cap
UBA,Urstadt Biddle Properties Inc.,Real Estate,Small Cap
ECOL,US Ecology Inc.,Industrials,Small Cap
USNA,Usana Health Sciences Inc.,Consumer Staples,Small Cap
VNDA,Vanda Pharmaceuticals Inc.,Health Care,Small Cap
VREX,Varex Imaging Corporation,Health Care,Small Cap
VGR,Vector Group,Consumer Staples,Small Cap
VECO,Veeco Instruments Inc.,Information Technology,Small Cap
VRA,Vera Bradley Sales LLC,Consumer Discretionary,Small Cap
VCEL,Vericel,Health Care,Small Cap
VBTX,Veritex Holdings Inc.,Financials,Small Cap
VRTV,Veritiv Corporation,Industrials,Small Cap
VVI,Viad Corp,Industrials,Small Cap
VIAV,VIAVI Solutions,Information Technology,Small Cap
VICR,Vicor Corporation,Industrials,Small Cap
VRTS,Virtus Investment Partners Inc.,Financials,Small Cap
VSTO,Vista Outdoor Inc.,Consumer Discretionary,Small Cap
VG,Vonage Holdings Corp.,Communication Services,Small Cap
WNC,Wabash National,Industrials,Small Cap
WDR,Waddell & Reed Financial Inc.,Financials,Small Cap
WD,Walker & Dunlop Inc.,Financials,Small Cap
HCC,Warrior Met Coal Inc.,Materials,Small Cap
WRE,Washington Real Estate Investment,Real Estate,Small Cap
WTS,Watts Water Technologies Inc.,Industrials,Small Cap
WDFC,WD-40 Company,Consumer Staples,Small Cap
WABC,Westamerica Bancorporation,Financials,Small Cap
WSR,Whitestone REIT,Real Estate,Small Cap
WGO,Winnebago Industries Inc.,Consumer Discretionary,Small Cap
WETF,WisdomTree Investments Inc.,Financials,Small Cap
WWW,Wolverine World Wide Inc.,Consumer Discretionary,Small Cap
WRLD,World Acceptance Corporation,Financials,Small Cap
WSFS,WSFS Financial Corporation,Financials,Small Cap
XNCR,Xencor Inc,Health Care,Small Cap
XHR,Xenia Hotels & Resorts Inc.,Real Estate,Small Cap
XPER,Xperi Holding Corp,Information Technology,Small Cap
ZUMZ,Zumiez Inc.,Consumer Discretionary,Small Cap
ZYXI,Zynex Inc.,Health Care,Small Cap
